7.812500e-08,9.092286e-07,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06,1.562500e-06
1.562500e-07,1.217152e-07,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,2.753886e-06,2.412132e-06,2.167406e-06,2.002223e-06,1.843290e-06
3.125000e-07,4.518151e-07,6.250000e-06,6.250000e-06,6.250000e-06,5.375547e-06,4.390666e-06,3.656518e-06,3.505664e-06,3.151456e-06,2.771851e-06,2.423710e-06,2.171149e-06,1.973648e-06,1.845172e-06
6.250000e-07,4.651536e-07,1.250000e-05,8.857064e-06,6.637120e-06,5.415714e-06,4.379066e-06,3.665039e-06,3.509307e-06,3.138331e-06,2.745098e-06,2.457597e-06,2.182231e-06,1.969304e-06,1.846011e-06
1.250000e-06,2.500000e-05,1.293363e-05,8.873375e-06,6.585687e-06,5.376538e-06,4.415316e-06,3.671899e-06,3.521533e-06,3.150678e-06,2.757507e-06,2.415799e-06,2.186652e-06,2.003846e-06,1.831041e-06
2.500000e-06,3.837997e-05,1.285454e-05,8.895266e-06,6.588675e-06,5.366720e-06,4.415986e-06,3.673302e-06,3.504033e-06,3.160374e-06,2.744519e-06,2.405738e-06,2.165249e-06,1.994761e-06,1.815736e-06
3.750000e-06,3.847125e-05,1.300997e-05,8.838497e-06,6.614101e-06,5.404220e-06,4.392999e-06,3.673728e-06,3.514948e-06,3.122020e-06,2.718848e-06,2.362140e-06,2.104578e-06,1.894212e-06,1.747870e-06
5.000000e-06,3.856814e-05,1.297198e-05,8.810509e-06,6.599772e-06,5.390501e-06,4.401718e-06,3.653911e-06,3.447569e-06,3.083666e-06,2.638787e-06,2.276835e-06,2.082200e-06,1.908053e-06,1.828541e-06
7.500000e-06,3.865875e-05,1.288430e-05,8.903802e-06,6.577699e-06,5.273062e-06,4.247937e-06,3.493545e-06,3.363301e-06,3.157691e-06,2.844519e-06,2.631592e-06,2.559153e-06,2.505738e-06,2.505738e-06
1.000000e-05,3.858400e-05,1.299954e-05,8.801485e-06,6.466845e-06,5.131232e-06,4.201474e-06,3.663911e-06,3.651228e-06,3.620984e-06,3.524399e-06,3.486350e-06,3.434643e-06,3.420008e-06,3.447325e-06
1.250000e-05,3.853241e-05,1.293357e-05,8.720143e-06,6.392089e-06,5.182330e-06,4.535987e-06,4.217693e-06,4.251840e-06,4.278669e-06,4.423791e-06,4.420133e-06,4.367694e-06,4.234766e-06,4.210376e-06
